ItemId,Name,Category,SubCategory,Price,Rank
9193,Crest of Lightness,2,124,100,6
9203,Crest of Increased Attack,2,124,100,6
9205,Crest of Dazzling,2,124,100,6
9213,Crest of Demon Slaying,2,124,100,6
9221,Crest of Giant Killing,2,124,100,6
9229,Crest of Dismantling,2,124,100,6
9241,Crest of Torpor,2,124,100,6
9257,Crest of Burning,2,124,100,6
9259,Crest of Freezing,2,124,100,6
9261,Crest of Shock,2,124,100,6
9273,Crest of Decreased Holy Resist,2,124,100,6
9275,Crest of Decreased Dark Resist,2,124,100,6
9196,Crest of Greater Power,2,124,100,7
9200,Crest of Greater Magick,2,124,100,7
9227,Crest of Exorcism,2,124,100,7
9249,Crest of Stifling,2,124,100,7
9251,Crest of Frailness,2,124,100,7
9263,Crest of Holy Drain,2,124,100,7
9265,Crest of Blinding,2,124,100,7
9233,Crest of Sealed Alchemy,2,124,100,8
9235,Crest of Dragonsbane,2,124,100,8
9237,Crest of Expulsion,2,124,100,8
9240,Crest of Fatal Poison,2,124,2500,8
9242,Crest of Greater Torpor,2,124,2500,8
9244,Crest of Deeper Sleep,2,124,100,8
9246,Crest of Drowning,2,124,100,8
9248,Crest of Greater Tarring,2,124,100,8
9250,Crest of Sealing,2,124,100,8
9252,Crest of Fragility,2,124,100,8
9258,Crest of Incineration,2,124,100,8
9260,Crest of Permafrost,2,124,100,8
9262,Crest of Electrocution,2,124,100,8
9268,Crest of Diminished Fire Resist,2,124,100,8
9270,Crest of Diminished Ice Resist,2,124,100,8
9272,Crest of Diminished Lightning Resist,2,124,100,8
9278,Crest of Dwindled Strength,2,124,100,8
9280,Crest of Dwindled Defense,2,124,100,8
9282,Crest of Dwindled Magick,2,124,100,8
9284,Crest of Dwindled Magick Defense,2,124,100,8
9197,Crest of Sheer Power,2,124,100,9
9201,Crest of Sheer Magick,2,124,100,9
9204,Crest of Amplified Attack,2,124,100,9
9230,Crest of Dismantling II,2,124,100,9
9253,Crest of Petrification,2,124,100,9
9255,Crest of Gilding,2,124,100,9
9264,Crest of Sanctity,2,124,100,9
9266,Crest of Twilight,2,124,100,9
9274,Crest of Diminished Holy Resist,2,124,100,9
9276,Crest of Diminished Dark Resist,2,124,100,9
9198,Crest of Herculean Power,2,124,100,10
9202,Crest of Superior Magick,2,124,100,10
19363,Crest of War-Ready Break I,2,124,100,10
9194,Crest of Unburdening,2,124,100,11
9236,Crest of Dragonsbane II,2,124,100,11
9238,Crest of Expulsion II,2,124,100,11
9254,Crest of Crystallization,2,124,100,11
9256,Crest of Glittering Gold,2,124,100,11
11719,Crest of Power+,2,124,100,12
11720,Crest of Magick+,2,124,100,12
11721,Crest of Lowered Defense+,2,124,100,12
11722,Crest of Lowered Magick Defense+,2,124,100,12
11723,Crest of Lowered Strength+,2,124,100,12
11724,Crest of Lowered Magick+,2,124,100,12
11725,Crest of Flesh Cutting III,2,124,100,12
11726,Crest of Beast Hunting III,2,124,100,12
11727,Crest of Demon Slaying III,2,124,100,12
11728,Crest of Massacre III,2,124,100,12
11729,Crest of Fracturing III,2,124,100,12
11730,Crest of Mutilation III,2,124,100,12
11731,Crest of Giant Killing III,2,124,100,12
11732,Crest of Splicing III,2,124,100,12
11733,Crest of Purification III,2,124,100,12
11734,Crest of Exorcism III,2,124,100,12
11735,Crest of Dismantling III,2,124,100,12
11736,Crest of Manslaying III,2,124,100,12
11737,Crest of Sealed Alchemy III,2,124,100,12
11738,Crest of Dragonsbane III,2,124,100,12
11739,Crest of Expulsion III,2,124,100,12
9210,Crest of Flesh Cutting II,2,124,2500,15
9212,Crest of Beast Hunting II,2,124,2500,15
9214,Crest of Demon Slaying II,2,124,2500,15
9216,Crest of Massacre II,2,124,2500,15
9218,Crest of Fracturing II,2,124,2500,15
9220,Crest of Mutilation II,2,124,2500,15
9222,Crest of Giant Killing II,2,124,2500,15
9224,Crest of Splicing II,2,124,2500,15
9226,Crest of Purification II,2,124,2500,15
9228,Crest of Exorcism II,2,124,2500,15
9232,Crest of Manslaying II,2,124,2500,15
9234,Crest of Sealed Alchemy II,2,124,2500,15
13653,Crest of Burning+,2,124,100,15
13654,Crest of Freezing+,2,124,100,15
13655,Crest of Shock+,2,124,100,15
13656,Crest of Holy Drain+,2,124,100,15
13657,Crest of Blinding+,2,124,100,15
13658,Crest of Greater Power+,2,124,100,15
13659,Crest of Greater Magick+,2,124,100,15
13660,Crest of Poison+,2,124,100,15
13661,Crest of Torpor+,2,124,100,15
13662,Crest of Flesh Cutting IV,2,124,100,15
13663,Crest of Beast Hunting IV,2,124,100,15
13664,Crest of Demon Slaying IV,2,124,100,15
13665,Crest of Massacre IV,2,124,100,15
13666,Crest of Fracturing IV,2,124,100,15
13667,Crest of Mutilation IV,2,124,100,15
13668,Crest of Giant Killing IV,2,124,100,15
13669,Crest of Splicing IV,2,124,100,15
13670,Crest of Purification IV,2,124,100,15
13671,Crest of Exorcism IV,2,124,100,15
13672,Crest of Dismantling IV,2,124,100,15
13673,Crest of Manslaying IV,2,124,100,15
13674,Crest of Dwindled Strength+,2,124,100,15
13675,Crest of Dwindled Defense+,2,124,100,15
13676,Crest of Dwindled Magick+,2,124,100,15
13677,Crest of Dwindled Magick Defense+,2,124,100,15
14183,Crest of Sealed Alchemy IV,2,124,100,15
14184,Crest of Dragonsbane IV,2,124,100,15
14185,Crest of Expulsion IV,2,124,100,15
19364,Crest of War-Ready Break II,2,124,100,15
16030,Crest of Herculean Power (Burning),2,124,100,20
16031,Crest of Herculean Power (Freezing),2,124,100,20
16032,Crest of Herculean Power (Shock),2,124,100,20
16033,Crest of Herculean Power (Holy Drain),2,124,100,20
16034,Crest of Herculean Power (Blinding),2,124,100,20
16035,Crest of Superior Magick (Burning),2,124,100,20
16036,Crest of Superior Magick (Freezing),2,124,100,20
16040,Crest of Superior Magick (Shock),2,124,100,20
16041,Crest of Superior Magick (Holy Drain),2,124,100,20
16042,Crest of Superior Magick (Blinding),2,124,100,20
16043,Crest of Herculean Power (Blow Power),2,124,100,20
16044,Crest of Herculean Power (Stun),2,124,100,20
16045,Crest of Herculean Power (Poison),2,124,100,20
16046,Crest of Herculean Power (Torpor),2,124,100,20
16047,Crest of Herculean Power (Sleep),2,124,100,20
16048,Crest of Herculean Power (Petrification),2,124,100,20
16049,Crest of Herculean Power (Gilding),2,124,100,20
16050,Crest of Herculean Power (Lowered Defense),2,124,100,20
16051,Crest of Superior Magick (Blow Power),2,124,100,20
16052,Crest of Superior Magick (Stun),2,124,100,20
16053,Crest of Superior Magick (Poison),2,124,100,20
16054,Crest of Superior Magick (Torpor),2,124,100,20
16055,Crest of Superior Magick (Sleep),2,124,100,20
16056,Crest of Superior Magick (Petrification),2,124,100,20
16057,Crest of Superior Magick (Gilding),2,124,100,20
16058,Crest of Superior Magick (Lowered Magick Defense),2,124,100,20
16059,Crest of Herculean Power (Lightness),2,124,100,20
16060,Crest of Superior Magick (Lightness),2,124,100,20
16061,Crest of Incineration (Decreased Fire Resist),2,124,100,20
16062,Crest of Permafrost (Decreased Ice Resist),2,124,100,20
16063,Crest of Electrocution (Decreased Lightning Resist),2,124,100,20
16064,Crest of Sanctity (Decreased Holy Resist),2,124,100,20
16065,Crest of Twilight (Decreased Dark Resist),2,124,100,20
19365,Crest of War-Ready Break III,2,124,100,20
19366,Crest of War-Ready Break IV,2,124,100,25
25654,Crest of Sheer Power+,2,124,100,25
25670,Crest of Sheer Magick+,2,124,100,25
25696,Crest of Dazzling+,2,124,100,25
25699,Crest of Sleep+,2,124,100,25
25701,Crest of Gilding+,2,124,100,25
25703,Crest of Petrification+,2,124,100,25
25705,Crest of Frailness+,2,124,100,25
25707,Crest of Stifling+,2,124,100,25
25709,Crest of Drenching+,2,124,100,25
25711,Crest of Tarring+,2,124,100,25
25714,Crest of Increased Attack+,2,124,100,25
25655,Crest of Herculean Power+,2,124,100,30
25656,Crest of Herculean Power (Burning)+,2,124,100,30
25657,Crest of Herculean Power (Freezing)+,2,124,100,30
25658,Crest of Herculean Power (Shock)+,2,124,100,30
25659,Crest of Herculean Power (Holy Drain)+,2,124,100,30
25660,Crest of Herculean Power (Blinding)+,2,124,100,30
25661,Crest of Herculean Power (Blow Power)+,2,124,100,30
25662,Crest of Herculean Power (Stun)+,2,124,100,30
25663,Crest of Herculean Power (Poison)+,2,124,100,30
25664,Crest of Herculean Power (Torpor)+,2,124,100,30
25665,Crest of Herculean Power (Sleep)+,2,124,100,30
25666,Crest of Herculean Power (Petrification)+,2,124,100,30
25668,Crest of Herculean Power (Gilding)+,2,124,100,30
25669,Crest of Herculean Power (Lowered Defense)+,2,124,100,30
25671,Crest of Superior Magick+,2,124,100,30
25672,Crest of Superior Magick (Burning)+,2,124,100,30
25673,Crest of Superior Magick (Shock)+,2,124,100,30
25674,Crest of Superior Magick (Holy Drain)+,2,124,100,30
25675,Crest of Superior Magick (Blow Power)+,2,124,100,30
25676,Crest of Superior Magick (Blinding)+,2,124,100,30
25677,Crest of Superior Magick (Stun)+,2,124,100,30
25678,Crest of Superior Magick (Poison)+,2,124,100,30
25679,Crest of Superior Magick (Torpor)+,2,124,100,30
25680,Crest of Superior Magick (Sleep)+,2,124,100,30
25681,Crest of Superior Magick (Petrification)+,2,124,100,30
25682,Crest of Superior Magick (Gilding)+,2,124,100,30
25683,Crest of Superior Magick (Lowered Magick Defense)+,2,124,100,30
25684,Crest of Incineration+,2,124,100,30
25685,Crest of Incineration (Decreased Fire Resist)+,2,124,100,30
25686,Crest of Permafrost+,2,124,100,30
25687,Crest of Permafrost (Decreased Ice Resist)+,2,124,100,30
25688,Crest of Electrocution+,2,124,100,30
25689,Crest of Electrocution (Decreased Lightning Resist)+,2,124,100,30
25690,Crest of Sanctity+,2,124,100,30
25691,Crest of Sanctity (Decreased Holy Resist)+,2,124,100,30
25692,Crest of Twilight+,2,124,100,30
25693,Crest of Twilight (Decreased Dark Resist)+,2,124,100,30
25694,Crest of Depleted Defense+,2,124,100,30
25695,Crest of Depleted Magick Defense+,2,124,100,30
25697,Crest of Sidesplitting Laughter+,2,124,100,30
25698,Crest of Fatal Poison+,2,124,100,30
25700,Crest of Deeper Sleep+,2,124,100,30
25702,Crest of Glittering Gold+,2,124,100,30
25704,Crest of Crystallization+,2,124,100,30
25706,Crest of Fragility+,2,124,100,30
25708,Crest of Sealing+,2,124,100,30
25710,Crest of Drowning+,2,124,100,30
25712,Crest of Greater Tarring+,2,124,100,30
25713,Crest of Greater Torpor+,2,124,100,30
25715,Crest of Amplified Attack+,2,124,100,30
25767,Crest of Superior Magick (Freezing)+,2,124,100,30
1053,Weight Reduction,2,125,5,1
1054,Low Level XP Up,2,125,5,1
9285,Crest of Lightness,2,125,100,3
9287,Crest of Protection,2,125,100,3
9291,Crest of Intelligence,2,125,100,3
9329,Crest of Poison Warding,2,125,100,3
9331,Crest of Torpor Warding,2,125,100,3
9333,Crest of Sleep Warding,2,125,100,3
9335,Crest of Stunning Warding,2,125,100,3
9337,Crest of Drench Warding,2,125,100,3
9339,Crest of Tar Warding,2,125,100,3
9299,Crest of Fire Warding,2,125,100,6
9302,Crest of Cold Warding,2,125,100,6
9305,Crest of Electricity Warding,2,125,100,6
9308,Crest of Light Warding,2,125,100,6
9311,Crest of Gloom Warding,2,125,100,6
9345,Crest of Frail Warding,2,125,100,6
9288,Crest of Greater Protection,2,125,100,7
9292,Crest of Greater Intelligence,2,125,100,7
9295,Crest of Perseverance,2,125,100,7
9297,Crest of Restoration,2,125,100,7
9314,Crest of Burn Warding,2,125,100,7
9317,Crest of Freeze Warding,2,125,100,7
9320,Crest of Shock Warding,2,125,100,7
9323,Crest of Holy Drain Warding,2,125,100,7
9326,Crest of Blind Warding,2,125,100,7
9346,Crest of Frail Prevention,2,125,100,7
9286,Crest of Unburdening,2,125,100,8
9300,Crest of Flame Warding,2,125,100,8
9303,Crest of Ice Warding,2,125,100,8
9306,Crest of Lightning Warding,2,125,100,8
9309,Crest of Holy Warding,2,125,100,8
9312,Crest of Dark Warding,2,125,100,8
9330,Crest of Poison Prevention,2,125,100,8
9332,Crest of Torpor Prevention,2,125,100,8
9334,Crest of Sleep Prevention,2,125,100,8
9336,Crest of Stunning Prevention,2,125,100,8
9338,Crest of Drench Prevention,2,125,100,8
9340,Crest of Tar Prevention,2,125,100,8
9289,Crest of Sheer Protection,2,125,100,9
9293,Crest of Sheer Intelligence,2,125,100,9
9315,Crest of Burn Prevention,2,125,100,9
9318,Crest of Freeze Prevention,2,125,100,9
9321,Crest of Shock Prevention,2,125,100,9
9324,Crest of Holy Drain Prevention,2,125,100,9
9327,Crest of Blind Prevention,2,125,100,9
9341,Crest of Stifle Warding,2,125,100,9
9347,Crest of Petrification Warding,2,125,100,9
9290,Crest of Firm Protection,2,125,100,10
9294,Crest of Wisdom,2,125,100,10
9342,Crest of Stifle Prevention,2,125,100,10
9343,Crest of Curse Warding,2,125,100,10
9348,Crest of Petrification Prevention,2,125,100,10
9296,Crest of Stubborn Perseverance,2,125,100,11
9298,Crest of Fortitude,2,125,100,11
9316,Crest of Burn Immunity,2,125,100,11
9319,Crest of Freeze Immunity,2,125,100,11
9322,Crest of Shock Immunity,2,125,100,11
9325,Crest of Holy Drain Immunity,2,125,100,11
9328,Crest of Blind Immunity,2,125,100,11
9344,Crest of Curse Prevention,2,125,100,11
9349,Crest of Golden Warding,2,125,100,11
9350,Crest of Golden Prevention,2,125,100,12
11740,Crest of Protection+,2,125,100,12
11741,Crest of Intelligence+,2,125,100,12
11742,Crest of Perseverance+,2,125,100,12
11743,Crest of Restoration+,2,125,100,12
11744,Crest of Fire Warding+,2,125,100,12
11745,Crest of Cold Warding+,2,125,100,12
11746,Crest of Electricity Warding+,2,125,100,12
11747,Crest of Light Warding+,2,125,100,12
11748,Crest of Gloom Warding+,2,125,100,12
9301,Crest of Hellfire Warding,2,125,2500,15
9304,Crest of Snowstorm Warding,2,125,2500,15
9307,Crest of Thunder Warding,2,125,2500,15
9310,Crest of Sacred Warding,2,125,2500,15
9313,Crest of Shadow Warding,2,125,2500,15
13678,Crest of Stubborn Perseverance+,2,125,100,15
13679,Crest of Flame Warding+,2,125,100,15
13680,Crest of Ice Warding+,2,125,100,15
13681,Crest of Lightning Warding+,2,125,100,15
13682,Crest of Holy Warding+,2,125,100,15
13683,Crest of Dark Warding+,2,125,100,15
13684,Crest of Burn Warding+,2,125,100,15
13685,Crest of Freeze Warding+,2,125,100,15
13686,Crest of Shock Warding+,2,125,100,15
13687,Crest of Holy Drain Warding+,2,125,100,15
13688,Crest of Blind Warding+,2,125,100,15
13689,Crest of Poison Warding+,2,125,100,15
13690,Crest of Torpor Warding+,2,125,100,15
13691,Crest of Sleep Warding+,2,125,100,15
13692,Crest of Stunning Warding+,2,125,100,15
13693,Crest of Drench Warding+,2,125,100,15
13694,Crest of Tar Warding+,2,125,100,15
13695,Crest of Stifle Warding+,2,125,100,15
13696,Crest of Curse Warding+,2,125,100,15
13697,Crest of Frail Warding+,2,125,100,15
13698,Crest of Petrification Warding+,2,125,100,15
13699,Crest of Golden Warding+,2,125,100,15
13700,Crest of Decreased Fire Resist Prevention,2,125,100,15
13701,Crest of Decreased Ice Resist Prevention,2,125,100,15
13702,Crest of Decreased Thunder Resist Prevention,2,125,100,15
13703,Crest of Decreased Holy Resist Prevention,2,125,100,15
13704,Crest of Decreased Dark Resist Prevention,2,125,100,15
13705,Crest of Lowered Strength Prevention,2,125,100,15
13706,Crest of Lowered Magick Prevention,2,125,100,15
13707,Crest of Lowered Defense Prevention,2,125,100,15
13708,Crest of Lowered Magick Prevention,2,125,100,15
14186,Crest of Greater Protection+,2,125,100,15
14187,Crest of Greater Intelligence+,2,125,100,15
14188,Crest of Fortitude+,2,125,100,15
16066,Crest of Strong Health,2,125,100,20
16067,Crest of Health,2,125,100,20
16068,Crest of Strong Stamina,2,125,100,20
16069,Crest of Stamina,2,125,100,20
16070,Crest of Firm Protection (Health),2,125,100,20
16071,Crest of Firm Protection (Endurance),2,125,100,20
16072,Crest of Firm Protection (Vitality),2,125,100,20
16073,Crest of Firm Protection (Lightness),2,125,100,20
16074,Crest of Wisdom (Health),2,125,100,20
16075,Crest of Wisdom (Endurance),2,125,100,20
16076,Crest of Wisdom (Vitality),2,125,100,20
16077,Crest of Wisdom (Lightness),2,125,100,20
16078,Crest of Unwavering,2,125,100,20
16079,Crest of Vigor,2,125,100,20
16080,Crest of Fire Barrier,2,125,100,20
16081,Crest of Ice Barrier,2,125,100,20
16082,Crest of Lightning Barrier,2,125,100,20
16083,Crest of Holy Barrier,2,125,100,20
16084,Crest of Dark Barrier,2,125,100,20
16085,Crest of Double Resist (Poison/Torpor),2,125,100,20
16086,Crest of Double Resist (Sleep/Stun),2,125,100,20
16087,Crest of Double Resist (Petrify/Gild),2,125,100,20
16088,Crest of Double Resist (Curse/Stifle),2,125,100,20
16089,Crest of Double Resist (Lowered Strength/Defense),2,125,100,20
16090,Crest of Double Resist (Lowered Magick/Magick Defense),2,125,100,20
16091,Crest of Fire Protection,2,125,100,20
16092,Crest of Ice Protection,2,125,100,20
16093,Crest of Lightning Protection,2,125,100,20
16094,Crest of Holy Protection,2,125,100,20
16095,Crest of Dark Protection,2,125,100,20
16096,Crest of Triple Resist (Sleep/Poison/Slow),2,125,100,20
16097,Crest of Triple Resist (Stun/Curse/Stifle),2,125,100,20
16098,Crest of Triple Resist (Petrify/Gild/Frail),2,125,100,20
16099,Crest of Stature Protection,2,125,100,20
25716,Crest of Sheer Protection+,2,125,100,25
25722,Crest of Sheer Intelligence+,2,125,100,25
25728,Crest of Resurgence+,2,125,100,25
25730,Crest of Determination+,2,125,100,25
25732,Crest of Health+,2,125,100,25
25734,Crest of Stamina+,2,125,100,25
25737,Crest of Lightness+,2,125,100,25
25717,Crest of Firm Protection (Health)+,2,125,100,30
25718,Crest of Firm Protection (Endurance)+,2,125,100,30
25719,Crest of Firm Protection (Vitality)+,2,125,100,30
25720,Crest of Firm Protection (Lightness)+,2,125,100,30
25721,Crest of Unwavering+,2,125,100,30
25723,Crest of Wisdom+,2,125,100,30
25724,Crest of Wisdom (Health)+,2,125,100,30
25725,Crest of Wisdom (Endurance)+,2,125,100,30
25726,Crest of Wisdom (Vitality)+,2,125,100,30
25727,Crest of Wisdom (Lightness)+,2,125,100,30
25729,Crest of Stoicism+,2,125,100,30
25731,Crest of Pertinacity+,2,125,100,30
25733,Crest of Strong Health+,2,125,100,30
25735,Crest of Strong Stamina+,2,125,100,30
25736,Crest of Vigor+,2,125,100,30
25738,Crest of Unburdening+,2,125,100,30
25739,Crest of Hellfire Warding+,2,125,100,30
25740,Crest of Snowstorm Warding+,2,125,100,30
25741,Crest of Thunder Warding+,2,125,100,30
25742,Crest of Sacred Warding+,2,125,100,30
25743,Crest of Shadow Warding+,2,125,100,30
25744,Crest of Burn Immunity+,2,125,100,30
25745,Crest of Freeze Immunity+,2,125,100,30
25746,Crest of Shock Immunity+,2,125,100,30
25747,Crest of Holy Drain Immunity+,2,125,100,30
25748,Crest of Blind Immunity+,2,125,100,30
25749,Crest of Fire Protection+,2,125,100,30
25750,Crest of Ice Protection+,2,125,100,30
25751,Crest of Lightning Protection+,2,125,100,30
25752,Crest of Holy Protection+,2,125,100,30
25753,Crest of Dark Protection+,2,125,100,30
25754,Crest of Poison Prevention+,2,125,100,30
25755,Crest of Torpor Prevention+,2,125,100,30
25756,Crest of Sleep Prevention+,2,125,100,30
25757,Crest of Stunning Prevention+,2,125,100,30
25758,Crest of Drench Prevention+,2,125,100,30
25759,Crest of Tar Prevention+,2,125,100,30
25760,Crest of Stifle Prevention+,2,125,100,30
25761,Crest of Curse Prevention+,2,125,100,30
25762,Crest of Frail Prevention+,2,125,100,30
25763,Crest of Petrification Prevention+,2,125,100,30
25764,Crest of Golden Prevention+,2,125,100,30
25765,Crest of Double Resist (Lowered Strength/Defense)+,2,125,100,30
25766,Crest of Double Resist (Lowered Magick/Magick Defense)+,2,125,100,30
25768,Crest of Firm Protection+,2,125,100,30
8035,Attack Upgrade Rock,2,126,25,3
8036,Quality Attack Upgrade Rock,2,126,500,7
8052,White Dragon Attack Upgrade Rock,2,126,2000,8
8067,Defense Upgrade Rock,2,127,25,3
8068,Quality Defense Upgrade Rock,2,127,500,7
8084,White Dragon Defense Upgrade Rock,2,127,2000,8
8135,Red Dye,2,128,100,1
8136,Green Dye,2,128,100,1
8137,Blue Dye,2,128,100,1
8138,Yellow Dye,2,128,100,1
8139,Pink Dye,2,128,100,1
8140,Black Dye,2,128,100,1
8141,Rainbow Dye,2,128,2000,15
8142,Color Restorer,2,128,2000,15
11759,Unappraised Moon Trinket (Soldier),2,129,100,15
13479,Unappraised Star Trinket (Soldier),2,129,100,15
13483,Unappraised Flower Trinket (Soldier),2,129,100,15
13487,Unappraised Wind Trinket (Soldier),2,129,100,15
13476,Unappraised Moon Trinket (General),2,129,100,20
13480,Unappraised Star Trinket (General),2,129,100,20
13484,Unappraised Flower Trinket (General),2,129,100,20
13488,Unappraised Wind Trinket (General),2,129,100,20
13477,Unappraised Moon Trinket (King),2,129,100,25
13481,Unappraised Star Trinket (King),2,129,100,25
13485,Unappraised Flower Trinket (King),2,129,100,25
13489,Unappraised Wind Trinket (King),2,129,100,25
13478,Unappraised Moon Trinket (Emperor),2,129,100,30
13482,Unappraised Star Trinket (Emperor),2,129,100,30
13486,Unappraised Flower Trinket (Emperor),2,129,100,30
13490,Unappraised Wind Trinket (Emperor),2,129,100,30
16374,Unidentified Dragon Trinket (Fighter),2,129,100,50
16375,Unidentified Dragon Trinket (Seeker),2,129,100,50
16376,Unidentified Dragon Trinket (Hunter),2,129,100,50
16377,Unidentified Dragon Trinket (Priest),2,129,100,50
16378,Unidentified Dragon Trinket (Shield Sage),2,129,100,50
16379,Unidentified Dragon Trinket (Sorcerer),2,129,100,50
16380,Unidentified Dragon Trinket (Warrior),2,129,100,50
16381,Unidentified Dragon Trinket (Element Archer),2,129,100,50
16382,Unidentified Dragon Trinket (Alchemist),2,129,100,50
16725,Unidentified Dragon Trinket (Spirit Lancer),2,129,100,50
21355,Unidentified Dragon Trinket II (High Scepter),2,129,100,50
21606,Unidentified Dragon Trinket II (Fighter),2,129,100,50
21607,Unidentified Dragon Trinket II (Hunter),2,129,100,50
21608,Unidentified Dragon Trinket II (Priest),2,129,100,50
21609,Unidentified Dragon Trinket II (Shield Sage),2,129,100,50
21610,Unidentified Dragon Trinket II (Seeker),2,129,100,50
21611,Unidentified Dragon Trinket II (Sorcerer),2,129,100,50
21612,Unidentified Dragon Trinket II (Element Archer),2,129,100,50
21613,Unidentified Dragon Trinket II (Warrior),2,129,100,50
21614,Unidentified Dragon Trinket II (Alchemist),2,129,100,50
21615,Unidentified Dragon Trinket II (Spirit Lancer),2,129,100,50
21616,Unidentified Dragon Trinket (High Scepter),2,129,100,50
18730,Unappraised Snow Trinket (Soldier),2,129,100,75
18731,Unappraised Snow Trinket (General),2,129,100,80
18732,Unappraised Snow Trinket (King),2,129,100,85
18821,Unappraised Flight Trinket (Soldier),2,129,100,85
18733,Unappraised Snow Trinket (Emperor),2,129,100,90
18822,Unappraised Flight Trinket (General),2,129,100,90
18823,Unappraised Flight Trinket (King),2,129,100,95
21240,Unappraised Water Trinket (Soldier),2,129,100,95
18824,Unappraised Flight Trinket (Emperor),2,129,100,100
21241,Unappraised Water Trinket (General),2,129,100,100
21630,Bitterblack Deed Box,2,129,100,100
23364,Bitterblack Orb,2,129,100,100
21242,Unappraised Water Trinket (King),2,129,100,105
21280,Unappraised Cloud Trinket (Soldier),2,129,100,105
21243,Unappraised Water Trinket (Emperor),2,129,100,110
21281,Unappraised Cloud Trinket (General),2,129,100,110
21282,Unappraised Cloud Trinket (King),2,129,100,115
21283,Unappraised Cloud Trinket (Emperor),2,129,100,120
24723,Bitterblack Chest of the Farthest End,2,129,100,130
11504,Ice Cube Fragment,2,130,300,15
11505,Ice Cube,2,130,600,15
11506,Rock Finger,2,130,300,15
11507,Stone Arm,2,130,600,15
11508,Saltpetre Chunk,2,130,300,15
11509,Black Gunpowder,2,130,600,15
11764,Grimoire Scrap,2,130,300,20
11765,Foreign Scroll,2,130,600,20
11766,Silver Moss,2,130,300,20
11767,Luminescent Silver Moss,2,130,600,20
11768,Ash Quartz,2,130,300,20
11769,Vision Quartz,2,130,600,20
11770,Volden Quality Coal,2,130,300,20
11771,Voldic Diamond,2,130,600,20
11772,Tomb Gravel,2,130,300,20
11773,Broken Stone Manacles,2,130,600,20
11775,Stalactite Tip,2,130,300,25
11776,Luminescent Stalactite,2,130,600,25
11789,Pebble Bud,2,130,300,30
11790,Stone Bouquet,2,130,600,30
11791,Cave Silkworm,2,130,300,30
11792,Strong Silk Thread,2,130,600,30
11793,Ancient Beast Pelt,2,130,300,30
11794,Bristly Felt,2,130,600,30
11795,Phyton Liquid,2,130,300,35
11796,Phindymian Resin,2,130,600,35
11797,Ball Moss,2,130,300,35
11798,Light Green Moss Paper,2,130,600,35
11799,Soft Tectrix,2,130,300,35
11800,Feather Chiffon,2,130,600,35
11801,Viscous Meat,2,130,300,35
11802,Strong Adhesive Paste,2,130,600,35
11803,Gold-Stained Animal Fur,2,130,300,35
11804,Glitter Mohair,2,130,600,35
11806,Slimy Hide,2,130,300,40
11807,High Quality Slimy Leather,2,130,600,40
15913,Carved Potsherd,2,130,300,45
15914,Pottery Charm,2,130,600,45
15915,Purple Petals,2,130,300,45
15916,Purple Algae Seed,2,130,600,45
15917,Ancient Iron Ore,2,130,300,45
15918,Ancient Iron Ingot,2,130,600,45
15919,Twisted Iron Scrap,2,130,300,50
15920,Ancient General's Chainmail,2,130,600,50
15921,Shrieking Mushroom,2,130,300,50
15922,Cursed Shrieking Mushroom,2,130,600,50
15923,Icon Fragment,2,130,300,50
15924,Foreign Goddess Idol,2,130,600,50
15925,Scarlet Plume,2,130,300,50
15926,Demon Scraps,2,130,300,50
16115,Rainbow Feather,2,130,600,50
16116,Discolored Organs,2,130,600,50
15929,Mysterious Shell Fragment,2,130,300,55
15930,Giant Carapace,2,130,600,55
15931,Ancient Manuscript Scrap,2,130,300,55
15932,Phindym Manuscript,2,130,600,55
15933,Giant Scale,2,130,300,55
16117,Armored Scale,2,130,600,55
15975,Thick Shell,2,130,300,60
15976,Giant Fossil Shell,2,130,600,60
15977,Gnarled Branch,2,130,300,60
15978,Diseased Wreath,2,130,600,60
15979,Illustrated Old Cloth,2,130,300,60
15980,Spirit's Tapestry,2,130,600,60
15981,Ancient Sago Palm,2,130,300,65
15982,Aged Green Leaves,2,130,600,65
15983,Transparent Coarse Sand,2,130,300,65
15984,Clear Fine Sand,2,130,600,65
15985,Malformed Nut,2,130,300,65
15986,Strange Sprout,2,130,600,65
15987,Jet Black Fur,2,130,300,65
15988,Infected Demon Bone Fragment,2,130,300,65
16118,Jet Black Pelt,2,130,600,65
16119,Corroded Spine,2,130,600,65
15991,Dubious Animal Pelt,2,130,300,70
15992,Fleshed Animal Pelt,2,130,600,70
15993,Crystallized Sap,2,130,300,70
15994,Corrupted Small Feathers,2,130,300,70
16120,Crystal-Encrusted Twig,2,130,600,70
16121,Corrupted Griffin Blood,2,130,600,70
17911,Delicate Intaglio,2,130,200,80
17912,Acre Royal Family Intaglio,2,130,900,80
17907,Dried Test Sample,2,130,200,85
17908,Monster Tissue Sample,2,130,900,85
17909,Flesh-Eating Snail,2,130,200,90
17910,Blood-Colored Spiral Shell,2,130,900,90
19646,Giant Husk,2,130,200,90
19647,Scorpion Tail's Husk,2,130,900,90
19648,Smelted Ore Stone,2,130,200,95
19649,Red Hot Smelted Ore,2,130,900,95
19650,Cursed Bone Fragment,2,130,200,100
19651,Cursed Spine,2,130,900,100
21232,Giant Animal Skull,2,130,500,100
