Level,SubCategory,Jobs,TopRank,DistinctRanks,TotalItems,SampleItem
36,306,14,8,1,5,"Silver Manicae"
36,306,15,8,1,5,"Wizard Bangles"
36,306,17,8,1,5,"Stalwart Arms"
36,306,0,8,1,5,"Shiny Hands"
36,307,12,8,1,5,"Howl Sabatons"
36,307,14,8,1,5,"Extra Bottoms"
36,307,15,8,1,5,"Pleats of Twilight"
36,307,17,8,1,5,"Hearty Boots"
36,307,0,8,1,5,"Cathedral Bottoms"
36,308,0,8,1,5,"Nature Pants"
36,309,0,8,1,5,"Songstress' Cloak"
36,426,0,8,1,12,"Ruby Pendant"
37,201,1,8,1,5,"Bud of Destruction"
37,204,5,8,1,5,"Tyrant's Scale"
37,206,2,8,1,5,"Heroic Spears"
37,207,3,8,1,5,"Hydra's Husk"
37,209,8,8,1,5,"Kerukeion"
37,211,4,8,1,5,"Silent Grace"
37,212,6,8,1,5,"Ancient Horn"
37,303,0,8,1,5,"Black Leather Circlet"
37,304,0,8,1,5,"Red Griffin Skin"
37,305,0,8,1,5,"Silver Chainmail"
37,307,0,8,1,5,"Black Leather Over-Knee Boots"
37,308,0,8,1,5,"Braided Hose"
37,309,0,8,1,5,"Malevolent God's Cloak"
38,201,1,8,1,5,"Silver Rapier"
38,203,7,8,1,5,"Lance Sword"
38,204,5,8,1,5,"Chained Sepulchre"
38,206,2,8,1,5,"Sinistra"
38,207,3,8,1,5,"Bezel Crown"
38,209,8,8,1,5,"Siegstraße"
38,211,4,8,1,5,"Staff of Beyond the Rift"
38,212,6,8,1,5,"Lunar Saga"
38,303,12,8,1,5,"Viking Helm"
38,303,14,8,1,5,"Pirate's Cap"
38,303,15,8,1,5,"Circlet of Wisdom"
38,303,17,8,1,5,"Principal Helm"
38,303,0,8,1,5,"Angel Circlet"
38,304,12,8,1,5,"Cruel Armor"
38,304,14,8,1,5,"Pirate's Jacket"
38,304,15,8,1,5,"Precious Robe"
38,304,17,8,1,5,"Tactician's Coat"
38,305,0,8,1,5,"Noblewoman's Corset"
38,306,12,8,1,5,"Cruel Arms"
38,306,14,8,1,5,"Pirate Arms"
38,306,15,8,1,5,"Precious Bangles"
38,306,17,8,1,5,"Principal Arms"
38,307,12,8,1,5,"Cruel Greaves"
38,307,14,8,1,5,"Pirate's Legs"
38,307,15,8,1,5,"Precious Boots"
38,307,17,8,1,5,"Principal Legs"
38,308,0,8,1,5,"Sortie Hose"
38,309,0,8,1,5,"Innocence Cape"
39,303,0,8,1,5,"Twinkle Star"
39,305,0,8,1,5,"Special Bracers"
39,308,0,8,1,5,"Sentry Tights"
39,309,0,8,1,5,"Officer's Mantle"
40,202,1,8,1,10,"Mark of the Arisen"
40,205,5,8,1,10,"Fury Rondeau"
40,303,12,8,1,5,"Dragon's Helm"
40,303,14,8,1,5,"Drachenatem"
40,303,15,8,1,5,"Wyrm's Will"
40,303,17,8,1,5,"Ddraig Goch Frons"
40,304,12,8,1,5,"Dragon Breastplate"
40,304,14,8,1,5,"Drachenschuppe"
40,304,15,8,1,5,"Wyrm's Idea"
40,304,17,8,1,5,"Ddraig Goch Pectus"
40,305,0,8,1,5,"Solemn Suit"
40,306,12,8,1,5,"Dragoon Arms"
40,306,14,8,1,5,"Drachennägel"
40,306,15,8,1,5,"Wyrm's Grasp"
40,306,17,8,1,5,"Ddraig Palmae"
40,307,12,8,1,5,"Dragoon Boots"
40,307,14,8,1,5,"Drachen-Pein"
40,307,15,8,1,5,"Wyrm's Scheme"
40,307,17,8,1,5,"Ddraig Crura"
40,308,0,8,1,5,"White Legs"
40,309,0,8,1,5,"White Wings Mantle"
40,312,0,31,1,10,"Trickster Suit"
41,201,1,9,1,5,"Straight Sword"
41,202,1,9,1,5,"Shine Targe"
41,203,7,9,1,5,"Black Matter"
41,204,5,9,1,5,"Black Wall"
41,205,5,9,1,5,"Punishment"
41,206,2,9,1,5,"Two-Edged"
41,207,3,9,1,5,"Nactoral Bow"
41,208,9,9,1,5,"Callositas"
41,209,8,9,1,5,"Heilung Bogen"
41,211,4,9,1,5,"Signposter"
41,212,6,9,1,5,"Valiant Helix"
41,303,12,9,1,5,"Gigant Head"
41,303,14,9,1,5,"Officer's Cap"
41,303,15,9,1,5,"Halo of the New Moon"
41,303,17,9,1,5,"General's Helm"
41,303,0,9,1,5,"Dominion's Seal"
41,304,12,9,1,5,"Guardsman's Armbelt"
41,304,14,9,1,5,"Scale Jacket"
41,304,15,9,1,5,"Tide Robe"
41,304,17,9,1,5,"Trooper's Coat"
41,304,0,9,1,5,"Berserker"
41,305,0,9,1,5,"Silk Bliaut"
41,306,12,9,1,5,"Brute Gauntlets"
41,306,14,9,1,5,"Agent Sleeves"
41,306,15,9,1,5,"Victory Bangles"
41,306,17,9,1,5,"Trooper's Gloves"
41,306,0,9,1,5,"Rising Gloves"
41,307,12,9,1,5,"Guardsman's Greaves"
41,307,14,9,1,5,"Backwater Waistguard"
41,307,15,9,1,5,"Paradise Waistcloth"
41,307,17,9,1,5,"Trooper's Legs"
41,307,0,9,1,5,"Line of Elegance"
41,308,0,9,1,5,"Vice Hose"
41,309,0,9,1,5,"Order Cape"
41,426,0,9,1,11,"Royal Feather Earrings"
42,304,0,9,1,5,"Dawn Drape"
42,305,0,9,1,5,"Endowed Vest"
42,308,0,9,1,5,"Rival Pants"
42,309,0,9,1,5,"Arbitrator's Mantle"
43,201,1,9,1,10,"Hoplite Makhaira"
43,202,1,9,1,5,"Scarred Sentinel"
43,203,7,9,1,5,"Elfenkrieger"
43,204,5,9,1,10,"Tombstone"
43,205,5,9,1,5,"Virtue's Aurora"
43,206,2,9,1,10,"Quester Daggers"
43,207,3,9,1,10,"Composite Aimer"
43,208,9,9,1,5,"Albion"
43,209,8,9,1,10,"Grief Attribute"
43,211,4,9,1,10,"Curability Branch"
43,212,6,9,1,10,"Sealed Calamity"
43,303,12,9,1,5,"Gryphus Helm"
43,303,14,9,1,5,"Capture Hood"
43,303,15,9,1,5,"Cathedral Cap"
43,303,17,9,1,5,"Triumph Helm"
43,304,12,9,1,5,"Gryphus Armor"
43,304,14,9,1,5,"Raider's Jacket"
43,304,15,9,1,5,"Divine Robe"
43,304,17,9,1,5,"Triumph Jacket"
43,305,0,9,1,5,"Virgo Camisole"
43,306,12,9,1,5,"Gryphus Gauntlets"
43,306,14,9,1,5,"Assault Spine"
43,306,15,9,1,5,"Crunch Bangles"
43,306,17,9,1,5,"Triumph Arms"
43,307,12,9,1,5,"Gryphus Greaves"
43,307,14,9,1,5,"Raider's Greaves"
43,307,15,9,1,5,"Domination Boots"
43,307,17,9,1,5,"Triumph Greaves"
43,308,0,9,1,5,"Jungle Pants"
43,309,0,9,1,5,"Deep Forest Mantle"
44,213,10,9,1,5,"Spiculum"
44,305,0,9,1,5,"Coat of Plates"
44,308,0,9,1,5,"Rebel Banded"
44,309,0,9,1,5,"Raptor Mantle"
45,202,1,9,1,5,"Shield of the Crest of Light"
45,205,5,9,1,5,"Lethal Pile"
45,303,12,9,1,10,"Dusk Helm"
45,303,14,9,1,10,"Shooter's Hood"
45,303,15,9,1,10,"Adept's Hat"
45,303,17,9,1,10,"Greater Eyes"
45,303,0,10,1,25,"Fancy Dress: Zangief B"
45,304,12,9,1,10,"Dawn Plate"
45,304,14,9,1,10,"Hard Skin Armor"
45,304,15,9,1,10,"Adept's Robe"
45,304,17,9,1,10,"Enforcer's Coat"
45,305,0,9,1,5,"White Sun Scale"
45,306,12,9,1,10,"Twilight Bracers"
45,306,14,9,1,10,"Leader Gloves"
45,306,15,9,1,10,"Adept Bangles"
45,306,17,9,1,10,"Gruel Knuckles"
45,307,12,9,1,10,"Sunset Cuisses"
45,307,14,9,1,10,"Leader Leg Guards"
45,307,15,9,1,10,"Demon's Greaves"
45,307,17,9,1,10,"Bounty Boots"
45,308,0,9,1,5,"Taskbreaker"
45,309,0,9,1,5,"Heavy Spaulders"
46,303,12,10,1,5,"Knight Head Helm"
46,303,14,10,1,5,"Aloni Headgear"
46,303,0,10,1,5,"Mistilteinn Hood"
46,303,17,10,1,5,"Bravery Helm"
46,303,15,10,1,5,"Iron Circlet"
46,304,14,10,1,5,"Spirit Guard"
46,304,0,10,1,5,"Dire Plume"
46,304,12,10,1,5,"Graceful Coat"
46,304,17,10,1,5,"Bravery Coat"
46,304,15,10,1,5,"Archmage's Robe"
46,305,0,10,1,5,"Master Squad Suit"
46,306,14,10,1,5,"Executor Arms"
46,306,15,10,1,5,"Niello Bangles"
46,306,12,10,1,5,"Zeal Gloves"
46,306,17,10,1,5,"Bravery Arms"
46,307,14,10,1,5,"Fur Cuisses"
46,307,12,10,1,5,"Gold Greaves"
46,307,17,10,1,5,"Bravery Legs"
46,307,0,10,1,5,"Maker's Gray Bottoms"
46,307,15,10,1,5,"Gold Raptor"
46,308,0,10,1,5,"Struggle Pants"
46,309,0,10,1,5,"Roving Muffler"
46,426,0,10,1,12,"Champion Bracelet"
47,201,1,10,1,5,"Brute Killer"
47,202,1,10,1,5,"Shield of Demonic Conquest"
47,203,7,10,1,5,"Foreign Flamberge"
47,204,5,10,1,5,"Heaven's Door"
47,205,5,10,1,5,"Savior Borne"
47,206,2,10,1,5,"Prejuízo"
47,207,3,10,1,5,"Brier Shooter"
47,208,9,10,1,5,"Robustum"
47,209,8,10,1,5,"Großglauben"
47,211,4,10,1,5,"Lela Daphne"
47,212,6,10,1,5,"Ruthless Enforcer"
47,305,0,10,1,5,"Emperor's Gipon"
47,308,0,10,1,5,"Silent Walker"
47,309,0,10,1,5,"Brutal Cape"
48,305,0,10,1,5,"Mythology Bracers"
48,308,0,10,1,5,"Proof of Nobility"
48,309,0,10,1,5,"Royal Cloak"
49,201,1,10,1,5,"Ingot Club"
49,202,1,10,1,5,"Boldness"
49,203,7,10,1,5,"Chestbreaker"
49,204,5,10,1,5,"Wizard's Vizard"
49,205,5,10,1,5,"Gaia Scepter"
49,206,2,10,1,5,"Nirvana"
49,207,3,10,1,5,"Ex Machina"
49,208,9,10,1,5,"Memento Mori"
49,209,8,10,1,5,"Farsighted Eye"
49,211,4,10,1,5,"Staff of the Pathfinder"
49,212,6,10,1,5,"Sign of Menace"
49,303,12,10,1,5,"Silver Sallet"
49,303,14,10,1,5,"Ruby Brigade Cap"
49,303,15,10,1,5,"Diadem"
49,303,17,10,1,5,"Throne's Helm"
49,304,12,10,1,5,"Silver Cuirass"
49,304,14,10,1,5,"Dandy's Jacket"
49,304,15,10,1,5,"Witchcraft Robe"
49,304,17,10,1,5,"Throne's Jacket"
49,306,12,10,1,5,"Silver Gauntlets"
49,306,14,10,1,5,"Captain's Sleeves"
49,306,15,10,1,5,"Hardest Bangles"
49,306,17,10,1,5,"Throne's Arms"
49,307,12,10,1,5,"Silver Sabatons"
49,307,14,10,1,5,"Slayer's Bottoms"
49,307,15,10,1,5,"Equinox Waistguard"
49,307,17,10,1,5,"Throne's Legs"
50,305,0,10,1,5,"Hero's Skin"
50,308,0,10,1,5,"Land Walker"
50,309,0,10,1,5,"White Dragon's Mantle"
51,201,1,11,1,5,"Francisca"
51,202,1,11,1,5,"Shield of the Pure White"
51,203,7,11,1,5,"D D D"
51,204,5,11,1,5,"Engagement"
51,205,5,11,1,5,"Doom's Blow"
51,206,2,11,1,5,"Rising Sun"
51,207,3,11,1,5,"Elder's Anima"
51,208,9,11,1,5,"Honestatis"
51,209,8,11,1,5,"Krifo Proseuché"
51,211,4,11,1,5,"Heart of Darkness"
51,212,6,11,1,5,"Grace of Apollo"
51,303,0,11,1,5,"Maiden's Teardrop"
51,305,0,11,1,5,"Champion Breastplate"
51,307,0,11,1,5,"Finest Boots"
51,308,0,11,1,5,"Hell's Banded"
51,309,0,11,1,5,"Blackbound Cloak"
51,426,0,11,1,7,"Lion Insignia Ring"
52,303,14,11,1,5,"Explorer Hat"
52,303,15,11,1,5,"Circlet of Divine Sight"
52,303,17,11,1,5,"Sublime Helm"
52,303,12,11,1,5,"Kerberos Head"
52,304,12,11,1,5,"Shining Scale Coat"
52,304,14,11,1,5,"Jackal Armor"
52,304,15,11,1,5,"Delusions Robe"
52,304,17,11,1,5,"Sublime Clothes"
52,306,12,11,1,5,"Metal Riff Arm"
52,306,14,11,1,5,"Endless Biting"
52,306,15,11,1,5,"Aeon Bangles"
52,306,17,11,1,5,"Sublime Arms"
52,307,12,11,1,5,"High Scale Whisker"
52,307,14,11,1,5,"Explorer's Boots"
52,307,15,11,1,5,"Pleats of Revival"
52,307,17,11,1,5,"Sublime Greaves"
52,309,0,11,1,5,"Guard Mantle"
53,201,1,11,1,5,"Gold Sting"
53,202,1,11,1,5,"Stark Stolz"
53,203,7,11,1,5,"Glyph Victory"
53,204,5,11,1,5,"Unbreakable"
53,205,5,11,1,5,"Burden of Sin"
53,206,2,11,1,5,"Kris Naga Vein"
53,207,3,11,1,5,"Sturdy Bow"
53,208,9,11,1,5,"Aeternitas"
53,209,8,11,1,5,"Reize Hoffnung"
53,211,4,11,1,5,"Relic-Eater"
53,212,6,11,1,5,"Archistaff of the Evil Eye"
53,305,0,11,1,5,"Dark Night Chainmail"
53,308,0,11,1,5,"Extra Hose"
53,309,0,11,1,5,"Amadeus Cloak"
55,202,1,11,1,5,"Shield of the Divine Protector"
55,205,5,11,1,5,"Hands of Rain"
55,213,10,11,1,5,"Elfin Thrust"
55,303,12,11,1,10,"Galeam Gloria"
55,303,14,11,1,10,"Black Bart's Cap"
55,303,15,11,1,10,"Peerless Shade"
55,303,17,11,1,10,"Chevalier Helm"
55,303,13,70,1,5,"Silver Sol Helm"
55,303,16,70,1,5,"Gold Luna Helm"
55,303,0,12,1,5,"Mysterious Thief's Mask"
55,304,12,11,1,10,"Arma Gloria"
55,304,14,11,1,10,"Black Bart's Jacket"
55,304,15,11,1,10,"Dieudo Robe"
55,304,17,11,1,10,"Chevalier Coat"
55,304,13,55,1,5,"Silver Sol Mail"
55,304,16,55,1,5,"Gold Luna Mail"
55,306,12,11,1,10,"Caestus Gloria"
55,306,14,11,1,10,"Black Bart's Arms"
55,306,15,11,1,10,"Dieudo Arms"
55,306,17,11,1,10,"Chevalier Arms"
55,306,13,70,1,5,"Silver Sol Vambraces"
55,306,16,70,1,5,"Gold Luna Vambraces"
55,306,0,12,1,5,"Ornament Arms"
55,307,12,11,1,10,"Foot Gloria"
55,307,14,11,1,10,"Black Bart's Legs"
55,307,15,11,1,10,"Gallant Boots"
55,307,17,11,1,10,"Chevalier Legs"
55,307,13,55,1,5,"Silver Sol Greaves"
55,307,16,55,1,5,"Gold Luna Greaves"
55,309,0,11,1,10,"Great Arisen's Mantle"
56,201,1,12,1,5,"Crossed Cinquedea"
56,203,7,12,1,5,"Olympus"
56,204,5,12,1,5,"Dual Sentinel"
56,206,2,12,1,5,"Predator Fang"
56,207,3,12,1,5,"Noble Hilt Bow"
56,208,9,12,1,5,"Veritas"
56,209,8,12,1,5,"Ketzer Zwillinge"
56,211,4,12,1,5,"Diabolic Talon"
56,212,6,12,1,5,"Perpetual Dark"
56,303,12,12,1,5,"Barbarian Chief's Helm"
56,303,17,12,1,5,"Maverick Helm"
56,303,15,12,1,5,"Pope's Cap"
56,303,14,12,1,5,"Golden Lion Helm"
56,304,12,11,1,5,"Champione"
56,304,17,12,1,5,"Maverick Coat"
56,304,15,12,1,5,"Hermit Robe"
56,304,14,12,1,5,"Golden Lorica"
56,305,0,12,1,5,"Queen's Corset"
56,306,12,12,1,5,"Hallgeir Arms"
56,306,17,12,1,5,"Maverick Arms"
56,306,15,12,1,5,"Agito Bangles"
56,306,14,12,1,5,"Sunlight Manicae"
56,307,12,12,1,5,"Philus Greaves"
56,307,17,12,1,5,"Maverick Boots"
56,307,15,12,1,5,"Breechcloth of Reminiscence"
56,307,14,11,1,5,"Oblique Cuisses"
56,308,0,12,1,5,"Secret of Muse"
56,309,0,12,1,5,"Paladin's Mantle"
56,426,0,12,1,11,"True Dragon Leather Bracelet"
57,202,1,12,1,5,"Emblem of Saints"
57,205,5,12,1,5,"Strict Ruling"
58,201,1,12,1,5,"Threaded Cudgel"
58,203,7,12,1,5,"Beast Symbol"
58,204,5,12,1,5,"Illuminati's Watch"
58,206,2,12,1,5,"Chronos Slayer"
58,207,3,12,1,5,"Gandiva"
58,208,9,12,1,5,"Unexpected Force"
58,209,8,12,1,5,"Finalen Schlag"
58,211,4,12,1,5,"Almighty's Eye"
58,212,6,12,1,5,"Raison D'être"
58,303,14,12,1,5,"Hanzou Mask"
58,303,15,12,1,5,"Skittish Hat"
58,303,17,12,1,5,"Oath's Helm"
58,303,12,12,1,5,"Howl of Garuda"
58,304,12,12,1,5,"Unrivalled Guard"
58,304,14,12,1,5,"Lord of Strider"
58,304,15,12,1,5,"Infinity Coat"
58,304,17,12,1,5,"Coat of the Covenant"
58,305,0,12,1,5,"King Bliaut"
58,306,12,12,1,5,"Talons of Garuda"
58,306,14,12,1,5,"Fulfillment"
58,306,15,12,1,5,"Mythological Bangles"
58,306,17,12,1,5,"Gloves of Sacred Protection"
58,307,12,12,1,5,"Tread of Garuda"
58,307,14,12,1,5,"Land Kankar"
58,307,15,12,1,5,"High Wizard Boots"
58,307,17,12,1,5,"Greaves of Sacred Protection"
58,308,0,12,1,5,"Mythological Tied"
58,309,9,12,1,5,"Legendary Cloak"
60,202,1,12,1,10,"Dragon's Shell"
60,205,5,12,1,10,"Tempest"
60,213,10,25,1,5,"Turbulence"
60,303,1,12,1,10,"Dolus Galea"
60,303,7,12,1,10,"Optimus"
60,303,2,12,1,10,"Ancient Hood"
60,303,3,12,1,10,"Old Age Hood"
60,303,4,12,1,10,"Ancient Cap"
60,303,8,12,1,10,"Old Edge Cap"
60,303,6,12,1,10,"Arte Hood"
60,303,5,12,1,10,"Ancient Helm"
60,303,9,12,1,10,"Paracelsus' Mask"
60,304,1,12,1,10,"Dolus Corpus"
60,304,7,12,1,10,"Exquisita"
60,304,2,12,1,10,"Ancient Jacket"
60,304,3,12,1,10,"Old Age Jacket"
60,304,4,12,1,10,"Ancient Robe"
60,304,8,12,1,10,"Old Age Coat"
60,304,6,12,1,10,"Arte Robe"
60,304,5,12,1,10,"Ancient Coat"
60,304,9,12,1,10,"Alchemy Coat"
60,304,0,40,1,1,"Enforcer's Sacred Armor (Dark Night)"
60,306,1,12,1,10,"Fortis Manibus"
60,306,7,12,1,10,"Invictus"
60,306,2,12,1,10,"Ancient Gloves"
60,306,3,12,1,10,"Old Age Gloves"
60,306,4,12,1,10,"Ancient Bangles"
60,306,8,12,1,10,"Old Age Bangles"
60,306,6,12,1,10,"Arte Bangles"
60,306,5,12,1,10,"Ancient Arms"
60,307,1,12,1,10,"Fortis Prodesto"
60,307,7,12,1,10,"Singularis"
60,307,2,12,1,10,"Ancient Cuisses"
60,307,3,12,1,10,"Old Age Cuisses"
60,307,4,12,1,10,"Ancient Boots"
60,307,8,12,1,10,"Old Age Shoes"
60,307,6,12,1,10,"Arte Sandals"
60,307,5,12,1,10,"Ancient Greaves"
60,307,9,12,1,10,"Formula Greaves"
60,307,0,40,1,1,"Enforcer's Boots (Dark Night)"
60,309,9,12,1,5,"Alchymia Magna"
60,309,0,12,1,5,"Mantle of Domination"
60,442,0,15,1,2,"Star Ruby Ring"
60,458,0,15,1,3,"Brilliant Gem Bracelet"
60,474,0,15,1,3,"Heliodor Earrings"
62,201,1,15,1,5,"Truth Falcata"
62,202,1,15,1,5,"Ancient Heater Shield"
62,203,7,15,1,5,"Dáinsleif"
62,204,5,15,1,5,"Protect Frame"
62,205,5,15,1,5,"Evening Sun"
62,206,2,15,1,5,"Shining Daggers"
62,207,3,15,1,5,"Elder's Hunter Bow"
62,208,9,15,1,5,"Centuria"
62,209,8,15,1,5,"Reines Herz"
62,211,4,15,1,5,"Circle of Life"
62,212,6,15,1,5,"Spectral Ivy"
62,303,12,15,1,5,"Mask of Wrath"
62,303,15,15,1,5,"Profound Lens"
62,303,17,15,1,5,"Helm of Gloom"
62,303,14,15,1,5,"Fortune Coif"
62,304,15,15,1,5,"Mature Works Robe"
62,304,12,15,1,5,"Cursed Beast King's Belt"
62,304,17,15,1,5,"Coat of Gloom"
62,304,14,15,1,5,"Rover Jacket"
62,305,0,15,1,5,"Correct Bracers"
62,306,15,15,1,5,"Mature Bangles"
62,306,12,15,1,5,"Cursed Beast King's Gloves"
62,306,17,15,1,5,"Gloves of Gloom"
62,306,14,15,1,5,"Splendid Arms"
62,307,15,15,1,5,"Pleats of Infinity"
62,307,12,15,1,5,"Destroyer Greaves"
62,307,17,15,1,5,"Greaves of Gloom"
62,307,14,15,1,5,"Enhanced Bottoms"
62,308,0,15,1,5,"Traditional Underwear"
62,309,0,15,1,5,"Victor's Cloak"
65,213,10,30,1,5,"Ray's Steering"
67,201,1,30,1,5,"Tempered Francisca"
67,202,1,30,1,5,"Lone Wolf Shield"
67,203,7,30,1,5,"Gilgamesh Lance"
67,204,5,30,1,5,"Holy Crest Tower Shield"
67,205,5,30,1,5,"Polaris Drop"
67,206,2,30,1,5,"Broad Edge"
67,207,3,30,1,5,"Sharpshooter"
67,208,9,30,1,5,"Ichthus Terram"
67,209,8,30,1,5,"Zwei Geschichten"
67,211,4,30,1,5,"Paled Heart"
67,212,6,30,1,5,"Crying Goddess"
67,303,12,30,1,5,"Wild Noble"
67,303,15,30,1,5,"Coif of Crown"
67,303,17,30,1,5,"Roaming Hat"
67,303,14,30,1,5,"Sentinel Beret"
67,304,12,30,1,5,"Wild Plate"
67,304,15,30,1,5,"Morality Robe"
67,304,17,30,1,5,"Roaming Coat"
67,304,14,30,1,5,"Sentinel Jacket"
67,305,0,30,1,5,"Heavenly Silk"
67,306,12,30,1,5,"Barbarian Arms"
67,306,15,30,1,5,"Morality Sleeves"
67,306,17,30,1,5,"Roaming Gloves"
67,306,14,30,1,5,"Sentinel Arms"
67,307,12,30,1,5,"Barbarian Boots"
67,307,15,30,1,5,"Morality Shoes"
67,307,17,30,1,5,"Roaming Boots"
67,307,14,30,1,5,"Sentinel Kilt"
67,308,0,30,1,5,"Silky Stockings"
67,309,0,30,1,5,"Beast Lord's Cape"
70,304,0,55,1,1,"Duke Armor (Dark Night)"
70,306,0,55,1,1,"Duke Gloves (Dark Night)"
70,307,0,55,1,1,"Duke Cuisses (Dark Night)"
72,201,1,45,1,5,"Sword of Tribe"
72,202,1,45,1,5,"Shield of Tribe"
72,203,7,45,1,5,"Breaker of Tribe"
72,204,5,45,1,5,"Wall of Tribe"
72,205,5,45,1,5,"Rod of Tribe"
72,206,2,45,1,5,"Dagger of Tribe"
72,207,3,45,1,5,"Bow of Tribe"
72,208,9,45,1,5,"Gauntlet of Tribe"
72,209,8,45,1,5,"Spell of Tribe"
72,211,4,45,1,5,"Staff of Tribe"
72,212,6,45,1,5,"Wand of Tribe"
72,213,10,45,1,5,"Spear of Tribe"
72,303,0,45,1,5,"Flying Dragon Circlet"
72,304,0,45,1,5,"Red Dragon Scale Coat"
72,305,0,45,1,5,"Questing Tunic"
72,306,0,45,1,5,"Admire Hands"
72,307,0,45,1,5,"Foreign Waistguard"
72,308,0,45,1,5,"Questing Banded"
72,309,0,45,1,5,"Crimson Cloak"
75,303,0,1,1,1,"Volcanic Sparkle"
77,201,1,60,1,5,"Fleeting Sword"
77,202,1,60,1,5,"Damascus Shield"
77,203,7,60,1,5,"Dynastes Horn"
77,204,5,60,1,5,"Iron Coffin"
77,205,5,60,1,5,"Étincelle Supernova"
77,206,2,60,1,5,"Deep Ripper"
77,207,3,60,1,5,"Loner's Strain"
77,208,9,60,1,5,"Rorem Cubito"
77,209,8,60,1,5,"Gullinkambi"
77,211,4,60,1,5,"Petrified Staff"
77,212,6,60,1,5,"Warping Soul"
77,213,10,60,1,5,"Spirit's Fury"
77,303,12,60,1,5,"Royal Guardsman's Sallet"
77,303,15,60,1,5,"Medium Head"
77,303,17,60,1,5,"Circlet of Benevolence"
77,303,14,60,1,5,"Black Panther Mask"
77,304,12,60,1,5,"Royal Guardsman's Surcoat"
77,304,15,60,1,5,"Medium Robe"
77,304,17,60,1,5,"Jacket of Benevolence"
77,304,14,60,1,5,"Black Panther Padding"
77,305,0,60,1,5,"Pallid Wear"
77,306,12,60,1,5,"Royal Guardsman's Gauntlets"
77,306,15,60,1,5,"Medium Arms"
77,306,17,60,1,5,"Gloves of Benevolence"
77,306,14,60,1,5,"Black Panther Sleeves"
77,307,12,60,1,5,"Royal Guardsman's Sabatons"
77,307,15,60,1,5,"Medium Boots"
77,307,17,60,1,5,"Boots of Benevolence"
77,307,14,60,1,5,"Black Panther Leg Guards"
77,308,0,60,1,5,"Pallid Tights"
77,309,0,60,1,5,"White Leather Cloak"
80,426,0,75,1,1,"Ancient Clear Shell Ring"
83,201,1,85,1,5,"Lupus Savior"
83,202,1,85,1,5,"Pyxis Guard"
83,203,7,85,1,5,"Taurus Breaker"
83,204,5,85,1,5,"Scutum Wall"
83,205,5,85,1,5,"Khidir's Torch"
83,206,2,85,1,5,"Gemini Edge"
83,207,3,85,1,5,"Corvus Bow"
83,208,9,85,1,5,"Circinus Arm"
83,209,8,85,1,5,"Lacerta Shooter"
83,211,4,85,1,5,"Ara Cane"
83,212,6,85,1,5,"Tucana Wand"
83,213,10,85,1,5,"Carina Spear"
83,303,12,85,1,5,"Gelmez Armet"
83,303,15,85,1,5,"Duarev Hood"
83,303,17,85,1,5,"Sizjak Hat"
83,303,14,85,1,5,"Shahabad Helm"
83,304,12,85,1,5,"Gelmez Armor"
83,304,15,85,1,5,"Duarev Robe"
83,304,17,85,1,5,"Sizjak Coat"
83,304,14,85,1,5,"Shahabad Jacket"
83,305,0,85,1,5,"Biyabaan Mail"
83,306,12,85,1,5,"Gelmez Gloves"
83,306,15,85,1,5,"Duarev Bangles"
83,306,17,85,1,5,"Sizjak Arms"
83,306,14,85,1,5,"Shahabad Bracers"
83,307,12,85,1,5,"Gelmez Greaves"
83,307,15,85,1,5,"Duarev Shoes"
83,307,17,85,1,5,"Sizjak Greaves"
83,307,14,85,1,5,"Shahabad Boots"
83,308,0,85,1,5,"Biyabaan Tights"
83,309,0,85,1,5,"Albasiyyah"
85,202,1,90,1,15,"Mehrdad"
85,205,5,90,1,15,"Roshanak"
85,303,12,90,1,10,"Acrean Helm"
85,303,15,90,1,10,"Acrean Circlet"
85,303,17,90,1,10,"Acrean Turban"
85,303,14,90,1,10,"Acrean Hat"
85,304,12,90,1,10,"Acrean Mail"
85,304,15,90,1,10,"Acrean Coat"
85,304,17,90,1,10,"Acrean Armor"
85,304,14,90,1,10,"Acrean Padding"
85,305,0,90,1,10,"Acrean Tunic"
85,306,12,90,1,10,"Acrean Gauntlets"
85,306,15,90,1,10,"Acrean Bangles"
85,306,17,90,1,10,"Acrean Hands"
85,306,14,90,1,10,"Acrean Gloves"
85,307,12,90,1,10,"Acrean Greaves"
85,307,15,90,1,10,"Acrean Boots"
85,307,17,90,1,10,"Acrean Bottoms"
85,307,14,90,1,10,"Acrean Cuisses"
85,308,0,90,1,10,"Acrean Hose"
85,309,0,90,1,11,"Acrean Cloak"
88,201,1,95,1,5,"Rapier of Deev"
88,202,1,95,1,5,"Guard of Ghirkud"
88,203,7,95,1,5,"Edge of Aslan"
88,204,5,95,1,5,"Fort of Ferey"
88,205,5,95,1,5,"Torch of Horos"
88,206,2,95,1,5,"Dagger of Vashak"
88,207,3,95,1,5,"Aim of Kal Tal"
88,208,9,95,1,5,"Hand of Kurts"
88,209,8,95,1,5,"Spell of Youran"
88,211,4,95,1,5,"Staff of Younes"
88,212,6,95,1,5,"Wand of Ejderha"
88,213,10,95,1,5,"Lance of Kapran"
88,303,12,95,1,5,"Emine Helm"
88,303,15,95,1,5,"Forehead Protector of Hope"
88,303,17,95,1,5,"Kier Cervelliere"
88,303,14,95,1,5,"Niloufar Hood"
