Tier,Level,ItemId,Name,Rank,Subcategory,ItemType,JobGroup,EquipSlot
A,75,14593,"Tannhäuser",50,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14594,"Tannhäuser",50,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14595,"Tannhäuser",50,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14596,"Tannhäuser",50,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,20048,"Fallen Truth",50,"Magick Sword","Weapon","HighScepter","WepMain"
A,75,14428,"Quadruple Rod",50,"Rod","Weapon","ShieldSage","WepSub"
A,75,14429,"Quadruple Rod",50,"Rod","Weapon","ShieldSage","WepSub"
A,75,14430,"Quadruple Rod",50,"Rod","Weapon","ShieldSage","WepSub"
A,75,14431,"Quadruple Rod",50,"Rod","Weapon","ShieldSage","WepSub"
A,75,14313,"Hardened Pelta",50,"Shield","Weapon","Fighter","WepSub"
A,75,14314,"Hardened Pelta",50,"Shield","Weapon","Fighter","WepSub"
A,75,14315,"Hardened Pelta",50,"Shield","Weapon","Fighter","WepSub"
A,75,14316,"Hardened Pelta",50,"Shield","Weapon","Fighter","WepSub"
A,75,14648,"Elderly Mentor",50,"Staff","Weapon","Priest","WepMain"
A,75,14649,"Elderly Mentor",50,"Staff","Weapon","Priest","WepMain"
A,75,14650,"Elderly Mentor",50,"Staff","Weapon","Priest","WepMain"
A,75,14651,"Elderly Mentor",50,"Staff","Weapon","Priest","WepMain"
A,75,14643,"Goblin's Worship",50,"Staff","Weapon","Priest","WepMain"
A,75,14644,"Goblin's Worship",50,"Staff","Weapon","Priest","WepMain"
A,75,14645,"Goblin's Worship",50,"Staff","Weapon","Priest","WepMain"
A,75,14646,"Goblin's Worship",50,"Staff","Weapon","Priest","WepMain"
A,75,14268,"Mace of Rain on Greenery",50,"Sword","Weapon","Fighter","WepMain"
A,75,14269,"Mace of Rain on Greenery",50,"Sword","Weapon","Fighter","WepMain"
A,75,14270,"Mace of Rain on Greenery",50,"Sword","Weapon","Fighter","WepMain"
A,75,14271,"Mace of Rain on Greenery",50,"Sword","Weapon","Fighter","WepMain"
A,75,14263,"Noble Jaggy",50,"Sword","Weapon","Fighter","WepMain"
A,75,14264,"Noble Jaggy",50,"Sword","Weapon","Fighter","WepMain"
A,75,14265,"Noble Jaggy",50,"Sword","Weapon","Fighter","WepMain"
A,75,14266,"Noble Jaggy",50,"Sword","Weapon","Fighter","WepMain"
A,75,15223,"Ancient Beast Gauntlets",55,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15224,"Ancient Beast Gauntlets",55,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15225,"Ancient Beast Gauntlets",55,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15226,"Ancient Beast Gauntlets",55,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15227,"Ancient Beast Gauntlets",55,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15294,"Arms of Keen Insight",55,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,75,15295,"Arms of Keen Insight",55,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,75,15296,"Arms of Keen Insight",55,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,75,15297,"Arms of Keen Insight",55,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,75,15330,"Ocean's Arms",55,"Arm Armor","Armor","GroupLight","ArmorArm"
A,75,15331,"Ocean's Arms",55,"Arm Armor","Armor","GroupLight","ArmorArm"
A,75,15332,"Ocean's Arms",55,"Arm Armor","Armor","GroupLight","ArmorArm"
A,75,15333,"Ocean's Arms",55,"Arm Armor","Armor","GroupLight","ArmorArm"
A,75,15259,"Red Copper Bangles",55,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,75,15260,"Red Copper Bangles",55,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,75,15261,"Red Copper Bangles",55,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,75,15262,"Red Copper Bangles",55,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,75,15014,"Ancient Beast Half Plate",55,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,75,15015,"Ancient Beast Half Plate",55,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,75,15016,"Ancient Beast Half Plate",55,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,75,15017,"Ancient Beast Half Plate",55,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,75,15084,"Coat of Keen Insight",55,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,75,15085,"Coat of Keen Insight",55,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,75,15086,"Coat of Keen Insight",55,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,75,15087,"Coat of Keen Insight",55,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,75,15069,"Crimson Robe",55,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,75,15070,"Crimson Robe",55,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,75,15071,"Crimson Robe",55,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,75,15072,"Crimson Robe",55,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,75,15119,"Ocean's Jacket",55,"Body Armor","Armor","GroupLight","ArmorBody"
A,75,15120,"Ocean's Jacket",55,"Body Armor","Armor","GroupLight","ArmorBody"
A,75,15121,"Ocean's Jacket",55,"Body Armor","Armor","GroupLight","ArmorBody"
A,75,15122,"Ocean's Jacket",55,"Body Armor","Armor","GroupLight","ArmorBody"
A,75,14843,"Ancient Beast Armet",55,"Helm","Armor","GroupHeavy","ArmorHead"
A,75,14844,"Ancient Beast Armet",55,"Helm","Armor","GroupHeavy","ArmorHead"
A,75,14845,"Ancient Beast Armet",55,"Helm","Armor","GroupHeavy","ArmorHead"
A,75,14846,"Ancient Beast Armet",55,"Helm","Armor","GroupHeavy","ArmorHead"
A,75,14889,"Crimson Hat",55,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,75,14890,"Crimson Hat",55,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,75,14891,"Crimson Hat",55,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,75,14892,"Crimson Hat",55,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,75,14924,"Helm of Keen Insight",55,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,75,14925,"Helm of Keen Insight",55,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,75,14926,"Helm of Keen Insight",55,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,75,14927,"Helm of Keen Insight",55,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,75,14959,"Ocean's Cap",55,"Helm","Armor","GroupLight","ArmorHead"
A,75,14960,"Ocean's Cap",55,"Helm","Armor","GroupLight","ArmorHead"
A,75,14961,"Ocean's Cap",55,"Helm","Armor","GroupLight","ArmorHead"
A,75,14962,"Ocean's Cap",55,"Helm","Armor","GroupLight","ArmorHead"
A,75,15159,"Leaf Bandages",55,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15160,"Leaf Bandages",55,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15161,"Leaf Bandages",55,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15162,"Leaf Bandages",55,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15530,"Leaf Tied",55,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15531,"Leaf Tied",55,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15532,"Leaf Tied",55,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15533,"Leaf Tied",55,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15385,"Ancient Beast Sabatons",55,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,75,15386,"Ancient Beast Sabatons",55,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,75,15387,"Ancient Beast Sabatons",55,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,75,15388,"Ancient Beast Sabatons",55,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,75,15420,"Crimson Boots",55,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,75,15421,"Crimson Boots",55,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,75,15422,"Crimson Boots",55,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,75,15423,"Crimson Boots",55,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,75,15455,"Greaves of Keen Insight",55,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,75,15456,"Greaves of Keen Insight",55,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,75,15457,"Greaves of Keen Insight",55,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,75,15458,"Greaves of Keen Insight",55,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,75,15490,"Ocean's Legs",55,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,75,15491,"Ocean's Legs",55,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,75,15492,"Ocean's Legs",55,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,75,15493,"Ocean's Legs",55,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,75,15580,"Mantle of Military Rule",55,"Overwear","Armor","All","Overwear"
A,75,15581,"Mantle of Military Rule",55,"Overwear","Armor","All","Overwear"
A,75,15582,"Mantle of Military Rule",55,"Overwear","Armor","All","Overwear"
A,75,15583,"Mantle of Military Rule",55,"Overwear","Armor","All","Overwear"
A,75,14703,"Phindymian Wand",55,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,14704,"Phindymian Wand",55,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,14705,"Phindymian Wand",55,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,14706,"Phindymian Wand",55,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,14528,"Phindymian Bow",55,"Bow","Weapon","Hunter","WepMain"
A,75,14529,"Phindymian Bow",55,"Bow","Weapon","Hunter","WepMain"
A,75,14530,"Phindymian Bow",55,"Bow","Weapon","Hunter","WepMain"
A,75,14531,"Phindymian Bow",55,"Bow","Weapon","Hunter","WepMain"
A,75,14478,"Phindymian Daggers",55,"Dagger","Weapon","Seeker","WepMain"
A,75,14479,"Phindymian Daggers",55,"Dagger","Weapon","Seeker","WepMain"
A,75,14480,"Phindymian Daggers",55,"Dagger","Weapon","Seeker","WepMain"
A,75,14481,"Phindymian Daggers",55,"Dagger","Weapon","Seeker","WepMain"
A,75,14568,"Phindymian Seiðr",55,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,14569,"Phindymian Seiðr",55,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,14570,"Phindymian Seiðr",55,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,14571,"Phindymian Seiðr",55,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,14388,"Phindymian Guard",55,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,14389,"Phindymian Guard",55,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,14390,"Phindymian Guard",55,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,14391,"Phindymian Guard",55,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,11947,"Phindymian Breaker",55,"Greatsword","Weapon","Warrior","WepMain"
A,75,11948,"Phindymian Breaker",55,"Greatsword","Weapon","Warrior","WepMain"
A,75,11949,"Phindymian Breaker",55,"Greatsword","Weapon","Warrior","WepMain"
A,75,11950,"Phindymian Breaker",55,"Greatsword","Weapon","Warrior","WepMain"
A,75,14803,"Phindymian Spear",55,"Lance","Weapon","SpiritLancer","WepMain"
A,75,14804,"Phindymian Spear",55,"Lance","Weapon","SpiritLancer","WepMain"
A,75,14805,"Phindymian Spear",55,"Lance","Weapon","SpiritLancer","WepMain"
A,75,14806,"Phindymian Spear",55,"Lance","Weapon","SpiritLancer","WepMain"
A,75,14603,"Phindymian Shooter",55,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14604,"Phindymian Shooter",55,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14605,"Phindymian Shooter",55,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14606,"Phindymian Shooter",55,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,20049,"Fallen Truth",55,"Magick Sword","Weapon","HighScepter","WepMain"
A,75,20050,"Fallen Truth",55,"Magick Sword","Weapon","HighScepter","WepMain"
A,75,14433,"Rod of the Departed",55,"Rod","Weapon","ShieldSage","WepSub"
A,75,14434,"Rod of the Departed",55,"Rod","Weapon","ShieldSage","WepSub"
A,75,14435,"Rod of the Departed",55,"Rod","Weapon","ShieldSage","WepSub"
A,75,14436,"Rod of the Departed",55,"Rod","Weapon","ShieldSage","WepSub"
A,75,14318,"Prevent Shell",55,"Shield","Weapon","Fighter","WepSub"
A,75,14319,"Prevent Shell",55,"Shield","Weapon","Fighter","WepSub"
A,75,14320,"Prevent Shell",55,"Shield","Weapon","Fighter","WepSub"
A,75,14321,"Prevent Shell",55,"Shield","Weapon","Fighter","WepSub"
A,75,14653,"Phindymian Cane",55,"Staff","Weapon","Priest","WepMain"
A,75,14654,"Phindymian Cane",55,"Staff","Weapon","Priest","WepMain"
A,75,14655,"Phindymian Cane",55,"Staff","Weapon","Priest","WepMain"
A,75,14656,"Phindymian Cane",55,"Staff","Weapon","Priest","WepMain"
A,75,14273,"Phindymian Sword",55,"Sword","Weapon","Fighter","WepMain"
A,75,14274,"Phindymian Sword",55,"Sword","Weapon","Fighter","WepMain"
A,75,14275,"Phindymian Sword",55,"Sword","Weapon","Fighter","WepMain"
A,75,14276,"Phindymian Sword",55,"Sword","Weapon","Fighter","WepMain"
A,75,15229,"Arms of Genocide",60,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15230,"Arms of Genocide",60,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15231,"Arms of Genocide",60,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15232,"Arms of Genocide",60,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,75,15264,"Enhanced Bracers",60,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,75,15265,"Enhanced Bracers",60,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,75,15266,"Enhanced Bracers",60,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,75,15267,"Enhanced Bracers",60,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,75,15335,"Forest Bracers",60,"Arm Armor","Armor","GroupLight","ArmorArm"
A,75,15336,"Forest Bracers",60,"Arm Armor","Armor","GroupLight","ArmorArm"
A,75,15337,"Forest Bracers",60,"Arm Armor","Armor","GroupLight","ArmorArm"
A,75,15338,"Forest Bracers",60,"Arm Armor","Armor","GroupLight","ArmorArm"
A,75,15299,"Fortress Arms",60,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,75,15300,"Fortress Arms",60,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,75,15301,"Fortress Arms",60,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,75,15302,"Fortress Arms",60,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,75,15074,"Enhanced Jacket",60,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,75,15075,"Enhanced Jacket",60,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,75,15076,"Enhanced Jacket",60,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,75,15077,"Enhanced Jacket",60,"Body Armor","Armor","GroupMagickRanged","ArmorBody"
A,75,15124,"Forest Clothes",60,"Body Armor","Armor","GroupLight","ArmorBody"
A,75,15125,"Forest Clothes",60,"Body Armor","Armor","GroupLight","ArmorBody"
A,75,15126,"Forest Clothes",60,"Body Armor","Armor","GroupLight","ArmorBody"
A,75,15127,"Forest Clothes",60,"Body Armor","Armor","GroupLight","ArmorBody"
A,75,15089,"Fortress Plate",60,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,75,15090,"Fortress Plate",60,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,75,15091,"Fortress Plate",60,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,75,15092,"Fortress Plate",60,"Body Armor","Armor","GroupMagickMelee","ArmorBody"
A,75,15019,"Mail of Genocide",60,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,75,15020,"Mail of Genocide",60,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,75,15021,"Mail of Genocide",60,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,75,15022,"Mail of Genocide",60,"Body Armor","Armor","GroupHeavy","ArmorBody"
A,75,14964,"Forest Horn",60,"Helm","Armor","GroupLight","ArmorHead"
A,75,14965,"Forest Horn",60,"Helm","Armor","GroupLight","ArmorHead"
A,75,14966,"Forest Horn",60,"Helm","Armor","GroupLight","ArmorHead"
A,75,14967,"Forest Horn",60,"Helm","Armor","GroupLight","ArmorHead"
A,75,14929,"Fortress Eye",60,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,75,14930,"Fortress Eye",60,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,75,14931,"Fortress Eye",60,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,75,14932,"Fortress Eye",60,"Helm","Armor","GroupMagickMelee","ArmorHead"
A,75,14894,"Mistletoe Circlet",60,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,75,14895,"Mistletoe Circlet",60,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,75,14896,"Mistletoe Circlet",60,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,75,14897,"Mistletoe Circlet",60,"Helm","Armor","GroupMagickRanged","ArmorHead"
A,75,14848,"Vicious Skull",60,"Helm","Armor","GroupHeavy","ArmorHead"
A,75,14849,"Vicious Skull",60,"Helm","Armor","GroupHeavy","ArmorHead"
A,75,14850,"Vicious Skull",60,"Helm","Armor","GroupHeavy","ArmorHead"
A,75,14851,"Vicious Skull",60,"Helm","Armor","GroupHeavy","ArmorHead"
A,75,15164,"Phindymian Breastplate",60,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15165,"Phindymian Breastplate",60,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15166,"Phindymian Breastplate",60,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15167,"Phindymian Breastplate",60,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15535,"Phindymian Underwear",60,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15536,"Phindymian Underwear",60,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15537,"Phindymian Underwear",60,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15538,"Phindymian Underwear",60,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15425,"Enhanced Boots",60,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,75,15426,"Enhanced Boots",60,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,75,15427,"Enhanced Boots",60,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,75,15428,"Enhanced Boots",60,"Leg Armor","Armor","GroupMagickRanged","ArmorLeg"
A,75,15495,"Forest Cuisses",60,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,75,15496,"Forest Cuisses",60,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,75,15497,"Forest Cuisses",60,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,75,15498,"Forest Cuisses",60,"Leg Armor","Armor","GroupLight","ArmorLeg"
A,75,15460,"Fortress Base",60,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,75,15461,"Fortress Base",60,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,75,15462,"Fortress Base",60,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,75,15463,"Fortress Base",60,"Leg Armor","Armor","GroupMagickMelee","ArmorLeg"
A,75,15390,"Grip of Genocide",60,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,75,15391,"Grip of Genocide",60,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,75,15392,"Grip of Genocide",60,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,75,15393,"Grip of Genocide",60,"Leg Armor","Armor","GroupHeavy","ArmorLeg"
A,75,15585,"Nigredo Mantle",60,"Overwear","Armor","All","Overwear"
A,75,15586,"Nigredo Mantle",60,"Overwear","Armor","All","Overwear"
A,75,15587,"Nigredo Mantle",60,"Overwear","Armor","All","Overwear"
A,75,15588,"Nigredo Mantle",60,"Overwear","Armor","All","Overwear"
A,75,14708,"Verdant Ruin",60,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,14709,"Verdant Ruin",60,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,14710,"Verdant Ruin",60,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,14711,"Verdant Ruin",60,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,14533,"Verdant Accuracy",60,"Bow","Weapon","Hunter","WepMain"
A,75,14534,"Verdant Accuracy",60,"Bow","Weapon","Hunter","WepMain"
A,75,14535,"Verdant Accuracy",60,"Bow","Weapon","Hunter","WepMain"
A,75,14536,"Verdant Accuracy",60,"Bow","Weapon","Hunter","WepMain"
A,75,14483,"Verdant Fang",60,"Dagger","Weapon","Seeker","WepMain"
A,75,14484,"Verdant Fang",60,"Dagger","Weapon","Seeker","WepMain"
A,75,14485,"Verdant Fang",60,"Dagger","Weapon","Seeker","WepMain"
A,75,14486,"Verdant Fang",60,"Dagger","Weapon","Seeker","WepMain"
A,75,14573,"Verdant Logician",60,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,14574,"Verdant Logician",60,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,14575,"Verdant Logician",60,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,14576,"Verdant Logician",60,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,14393,"Verdant Wall",60,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,14394,"Verdant Wall",60,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,14395,"Verdant Wall",60,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,14396,"Verdant Wall",60,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,11425,"Verdant Force",60,"Greatsword","Weapon","Warrior","WepMain"
A,75,11426,"Verdant Force",60,"Greatsword","Weapon","Warrior","WepMain"
A,75,11427,"Verdant Force",60,"Greatsword","Weapon","Warrior","WepMain"
A,75,11428,"Verdant Force",60,"Greatsword","Weapon","Warrior","WepMain"
A,75,14808,"Verdant Soul",60,"Lance","Weapon","SpiritLancer","WepMain"
A,75,14809,"Verdant Soul",60,"Lance","Weapon","SpiritLancer","WepMain"
A,75,14810,"Verdant Soul",60,"Lance","Weapon","SpiritLancer","WepMain"
A,75,14811,"Verdant Soul",60,"Lance","Weapon","SpiritLancer","WepMain"
A,75,14608,"Verdant Investor",60,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14609,"Verdant Investor",60,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14610,"Verdant Investor",60,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,14611,"Verdant Investor",60,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,20051,"Fallen Truth",60,"Magick Sword","Weapon","HighScepter","WepMain"
A,75,14438,"Verdant Star",60,"Rod","Weapon","ShieldSage","WepSub"
A,75,14439,"Verdant Star",60,"Rod","Weapon","ShieldSage","WepSub"
A,75,14440,"Verdant Star",60,"Rod","Weapon","ShieldSage","WepSub"
A,75,14441,"Verdant Star",60,"Rod","Weapon","ShieldSage","WepSub"
A,75,14323,"Verdant Guard",60,"Shield","Weapon","Fighter","WepSub"
A,75,14324,"Verdant Guard",60,"Shield","Weapon","Fighter","WepSub"
A,75,14325,"Verdant Guard",60,"Shield","Weapon","Fighter","WepSub"
A,75,14326,"Verdant Guard",60,"Shield","Weapon","Fighter","WepSub"
A,75,14658,"Verdant Relief",60,"Staff","Weapon","Priest","WepMain"
A,75,14659,"Verdant Relief",60,"Staff","Weapon","Priest","WepMain"
A,75,14660,"Verdant Relief",60,"Staff","Weapon","Priest","WepMain"
A,75,14661,"Verdant Relief",60,"Staff","Weapon","Priest","WepMain"
A,75,14278,"Verdant Sharpness",60,"Sword","Weapon","Fighter","WepMain"
A,75,14279,"Verdant Sharpness",60,"Sword","Weapon","Fighter","WepMain"
A,75,14280,"Verdant Sharpness",60,"Sword","Weapon","Fighter","WepMain"
A,75,14281,"Verdant Sharpness",60,"Sword","Weapon","Fighter","WepMain"
A,75,15213,"Duke Gloves (Moonflower)",70,"Arm Armor","Armor","All","ArmorArm"
A,75,15003,"Duke Armor (Moonflower)",70,"Body Armor","Armor","All","ArmorBody"
A,75,15193,"Duke Wear (Moonflower)",70,"Inner Body Clothing","Armor","All","ClothingBody"
A,75,15564,"Duke Legs (Moonflower)",70,"Inner Leg Clothing","Armor","All","ClothingLeg"
A,75,15374,"Duke Cuisses (Moonflower)",70,"Leg Armor","Armor","All","ArmorLeg"
A,75,16519,"Tyrant Wand of Torn Light",70,"Archistaff","Weapon","Sorcerer","WepMain"
A,75,16511,"Tyrant Bow of Torn Light",70,"Bow","Weapon","Hunter","WepMain"
A,75,16509,"Tyrant Daggers of Torn Light",70,"Dagger","Weapon","Seeker","WepMain"
A,75,16513,"Tyrant Hands of Torn Light",70,"Gauntlet","Weapon","Alchemist","WepMain"
A,75,16507,"Tyrant Guard of Torn Light",70,"Greatshield","Weapon","ShieldSage","WepMain"
A,75,16505,"Tyrant Blade of Torn Light",70,"Greatsword","Weapon","Warrior","WepMain"
A,75,16521,"Tyrant Spear of Torn Light",70,"Lance","Weapon","SpiritLancer","WepMain"
A,75,16515,"Tyrant Spell of Torn Light",70,"Magick Bow","Weapon","ElementArcher","WepMain"
A,75,16517,"Tyrant Staff of Torn Light",70,"Staff","Weapon","Priest","WepMain"
A,75,16503,"Tyrant Sword of Torn Light",70,"Sword","Weapon","Fighter","WepMain"
A,77,15340,"Black Panther Sleeves",60,"Arm Armor","Armor","GroupLight","ArmorArm"
A,77,15341,"Black Panther Sleeves",60,"Arm Armor","Armor","GroupLight","ArmorArm"
A,77,15342,"Black Panther Sleeves",60,"Arm Armor","Armor","GroupLight","ArmorArm"
A,77,15343,"Black Panther Sleeves",60,"Arm Armor","Armor","GroupLight","ArmorArm"
A,77,15304,"Gloves of Benevolence",60,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,77,15305,"Gloves of Benevolence",60,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,77,15306,"Gloves of Benevolence",60,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,77,15307,"Gloves of Benevolence",60,"Arm Armor","Armor","GroupMagickMelee","ArmorArm"
A,77,15269,"Medium Arms",60,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,77,15270,"Medium Arms",60,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,77,15271,"Medium Arms",60,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,77,15272,"Medium Arms",60,"Arm Armor","Armor","GroupMagickRanged","ArmorArm"
A,77,15234,"Royal Guardsman's Gauntlets",60,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,77,15235,"Royal Guardsman's Gauntlets",60,"Arm Armor","Armor","GroupHeavy","ArmorArm"
A,77,15236,"Royal Guardsman's Gauntlets",60,"Arm Armor","Armor","GroupHeavy","ArmorArm"
